App Number,App Name,Status,Application Date,Issued Date,Location Description,Street Number,Street Name,Street Suffix,City,Zip Code,Start Date and Time,End Date and Time
PUB983005,Fun Fridays,Closed,2019-08-01 20:02:29+00,2019-08-19 18:39:16+00,N/A,330,Bowdoin,ST,Dorchester,02122,2019-08-16,2019-08-16
PUB982531,Miskatonic University Game,Closed,2019-08-01 02:51:54+00,2019-08-01 18:09:48+00,Anywhere you'll let us be in City Hall Plaza,1,City Hall,PZ,Boston,02114,2019-08-18,2019-08-18
PUB982499,Boston Common Master Plan Pop-,Closed,2019-07-31 21:29:43+00,,"Location would be a 10'x10' area within the plaza space in front of Maverick Station, adjacent to the food trucks.  ",208,Sumner,ST,East Boston,02128,2019-08-19,2019-08-19
PUB982439,Movie Night III,Closed,2019-07-31 19:26:48+00,2019-08-01 19:34:28+00,Private Park open to the public (Athletes Park),94 to 160,Guest,ST,Brighton,02135,2019-08-14,2019-08-14
PUB982430,Men of Boston Cook for Women's,Closed,2019-07-31 19:14:51+00,2019-08-21 18:00:11+00,Parking lot and street,637,Washington,ST,Dorchester,02124,2019-10-03,2019-10-03
PUB982427,Chilean Flag Raising,Closed,2019-07-31 19:10:52+00,2019-08-01 18:09:00+00,City Hall Plaza,1,City Hall,PZ,Boston,02114,2019-09-09,2019-09-09
PUB982394,Mexican Independence Festival,Closed,2019-07-31 18:54:08+00,2019-08-28 16:42:54+00,Border Street - Between Lexington Street and Saratoga Street,255,Border,ST,East Boston,02128,2019-09-15,2019-09-15
PUB982341,NEMPAC Soirée Fundraiser,Open,2019-07-31 17:41:05+00,,Paul Revere Mall (The Prado),16 to 20,Charter,ST,Boston,02113,2019-09-19,2019-09-19
PUB982159,Wrigley's Extra Refreshers Gum,Closed,2019-07-31 14:33:44+00,2019-08-02 15:30:54+00,"City Plaza
",1,City Hall,PZ,Boston,02114,2019-08-19,2019-08-22
PUB981755,Polkadog Seaport Grand Opening,Closed,2019-07-30 17:48:26+00,2019-08-14 20:17:14+00,119 Seaport Blvd. Infront of our store and in our store- location in the patio area,113 to 129,Seaport,BL,Boston,02210,2019-09-12,2019-09-12
PUB981637,National Night OutRoxbury,Closed,2019-07-30 15:39:45+00,2019-07-30 15:52:13+00,Dewitt Drive,113 to 123,Dewitt,DR,Mission Hill,02120,2019-08-05,2019-08-05
PUB981524,South Boston St Patrick's Day/,Closed,2019-07-30 14:12:14+00,2020-03-05 20:24:54+00,"Utilizing West Broadway, East Broadway, P Street, E 4th St, K St, E 5th St, G St, Thomas Park, Dorchester St, Dorchester Ave",360,West Broadway, ,South Boston,02127,2022-03-20,2022-03-20
PUB981520,Converse Basketball Tournament,Closed,2019-07-30 14:10:46+00,2019-07-30 20:32:26+00,Will be bringing guests on motor coaches from their offices in the North End,75,Malcolm X,BL,Mission Hill,02120,2019-08-06,2019-08-06
PUB981443,LogMeIn Summer Outing,Closed,2019-07-30 12:29:25+00,,Employees will arrive in trolleys from our office on Summer Street,666R,Summer,ST,Boston,02210,2019-08-08,2019-08-08
PUB981258,BostonFIG Fest,Closed,2019-07-29 19:02:17+00,,Harvard Athletic Complex,65,Harvard,ST,Allston,02163,2019-09-14,2019-09-14
PUB981203,NATIONAL BRAMBLE DAY,Closed,2019-07-29 18:03:50+00,2019-08-12 20:00:01+00,WEST ROXBURY,1883 to 1889,Centre,ST,West Roxbury,02132,2019-09-22,2019-09-22
PUB981176,Boston Jolly Jaunt,Closed,2019-07-29 17:10:35+00,2019-11-01 17:39:40+00,Boston Common Parade Ground,1A,Charles,ST,Boston,02116,2019-12-07,2019-12-07
PUB980851,Roxbury Unity Parade,Open,2019-07-29 12:33:26+00,,"Malcolm X BLVD right onto Guild Street, right onto Washington Street, left onto Dale Street, right into Malcolm X Park", , , , , ,2020-07-19,2020-07-19
PUB980573,One Gurney St Back to School B,Closed,2019-07-26 17:19:40+00,2019-07-30 19:44:35+00,Parking Lot at rear of One Gurney Street,1,Gurney,ST,Mission Hill,02120,2019-08-22,2019-08-22
PUB980451,Brigham Block Party,Closed,2019-07-26 14:59:59+00,2019-08-28 16:48:42+00,,15,Francis,ST,Boston,02115,2019-09-19,2019-09-19
PUB980311,Concert,Closed,2019-07-26 13:18:12+00,2019-07-30 18:29:10+00,,1620,Tremont,ST,Mission Hill,02120,2019-08-08,2019-08-08
PUB980217,The Yellow Grape,Closed,2019-07-25 20:37:47+00,2019-08-28 16:53:09+00,"12 - 14 Dade Street,

Roxbury, MA 02119

Haley House Parking Lot",12 to 24,Dade,ST,Roxbury,02119,2019-09-20,2019-09-27
PUB980186,Boston Women's Market,Closed,2019-07-25 20:06:19+00,2019-09-04 19:30:57+00,"12 South Street, Jamaica Plain Lawn",12,South,ST,Jamaica Plain,02130,2019-10-06,2019-10-06
PUB980181,US Army Band Concert,Closed,2019-07-25 19:59:26+00,2019-08-02 15:20:53+00,,1,City Hall,PZ,Boston,02114,2019-08-10,2019-08-10
PUB980166,Berklee New Student Block Part,Closed,2019-07-25 19:36:58+00,2019-08-21 17:54:22+00,Haviland Street from Mass Ave to the start of Edgerly Rd,7,Haviland,ST,Boston,02115,2019-09-05,2019-09-05
PUB979950,I Have A Future Cookout Fundra,Closed,2019-07-25 15:01:59+00,2019-08-09 13:48:59+00,Ronan Park,43,Juliette,ST,Dorchester,02122,2019-08-08,2019-08-08
PUB979710,Fallon Field events following,Closed,2019-07-24 23:10:35+00,2019-08-21 18:04:23+00,Fallon Field South and Robert Streets Roslindale,2 to 8,Robert,ST,Roslindale,02131,2019-10-06,2019-10-06
PUB979700,McDonald's Moving / McDelivery,Closed,2019-07-24 20:45:20+00,2019-08-01 18:08:11+00,"Stationary 12 foot box truck ideally parked outside of McDonald's: 1223 Commonwealth Avenue
",1213 to 1223,Commonwealth,AV,Allston,02134,2019-08-24,2019-08-24
PUB979624,Youth-Police Basketball,Closed,2019-07-24 18:56:05+00,,Malcolm X Park basketball courts,31,Dale,ST,Roxbury,02119,2019-07-31,2019-07-31
PUB979497,Justice for Corey,Closed,2019-07-24 16:39:59+00,2019-07-31 17:58:49+00,"Start on Duke street, walk down to Morton Street, then up Blue Hill Ave and end back on Duke Street.",3,Duke,ST,Mattapan,02126,2019-08-17,2019-08-17
PUB979450,Boston Calling Block Party,Closed,2019-07-24 15:38:59+00,2019-08-14 16:53:37+00,Dewey Square,553,Atlantic,AV,Boston,02110,2019-09-05,2019-09-12
PUB979320,Rafanelli Events Wedding,Closed,2019-07-24 14:18:24+00,,Parkman Bandstand at Boston Common ,167,Tremont,ST,Boston,02116,2020-09-12,2020-09-12
PUB979111,Boston is NOW 2020,Open,2019-07-23 20:52:22+00,,290 Northern Blvd - 27 Drydock Avenue including all of Drydock ,27,Dry Dock,AV,Boston,02210,2020-08-28,2020-08-30
PUB979069,Friday Night Bites,Closed,2019-07-23 19:34:52+00,2019-09-04 19:24:34+00,Dorchester,196 to 198,Quincy,ST,Dorchester,02125,2019-09-20,2019-09-20
PUB978846,Afro Descendant Women's Day,Closed,2019-07-23 15:26:39+00,,One City Hall Plaza. ,1,City Hall,PZ,Boston,02114,2019-07-31,2019-07-31
PUB978534,20th Annual South Boston Stree,Closed,2019-07-22 20:25:03+00,2019-08-14 16:54:23+00,Broadway from I Street - L Street ,604,Broadway,,South Boston,02127,2019-09-14,2019-09-14
PUB978522,Connecting as a Community,Closed,2019-07-22 19:54:42+00,2019-07-25 15:45:08+00,259 Humboldt ave.,259,Humboldt,AVE,Dorchester,02121,2019-08-11,2019-08-11
PUB978083,Celebrity Series Concert for O,Closed,2019-07-22 11:28:15+00,2019-08-14 16:52:55+00,Greenway Chinatown Park,120,Kingston,ST,Boston,02111,2019-09-20,2019-09-29
PUB978082,Boston Book Festival,Closed,2019-07-22 11:18:21+00,2019-08-14 16:56:31+00,Copley Sq Park,700,Boylston,ST,Boston,02116,2019-10-19,2019-10-19
PUB977762,TB12 Center Grand Opening,Closed,2019-07-19 15:12:31+00,2019-08-28 19:50:26+00,Guests will enter into the building from the main entrance located at 699 Boylston Street. ,1,Exeter,PZ,Boston,02116,2019-09-17,2019-09-17
PUB977636,St. Lawrence Procession,Closed,2019-07-19 12:18:39+00,2019-07-19 16:41:51+00,"400 Dudley st, to Clarence st, to George St, to Shirley st, to Dudley st.
",400,Dudley,ST,Roxbury,02119,2019-08-11,2019-08-11
PUB976834,Greater Boston Walk to End Alz,Closed,2019-07-17 15:51:59+00,2019-08-14 16:55:01+00,"Event begins at DCR North Point Park in Cambridge.  The walk route travels to DCR Paul Revere Park in Boston, along Constitution Road, through the Charlestown Navy Yard to Pier 4.  The return route to North Point Park goes back through the Charlestown Navy Yard, along Constitution Road to DCR Paul Revere Park.",1,Constitution,RD,Charlestown,02129,2019-09-22,2019-09-22
PUB976449,ADA Day Celebration,Closed,2019-07-16 19:31:55+00,2019-07-18 16:39:47+00,Plaza steps and in front of City Hall,1,City Hall,PZ,Boston,02114,2019-07-23,2019-07-23
PUB976324,Revial Event,Closed,2019-07-16 17:27:57+00,2019-07-17 17:50:41+00,Atkinson St ,99 to 109,Atkinson,ST,Roxbury,02118,2019-08-03,2019-08-03
PUB975949,National Period Day Rally,Open,2019-07-16 00:23:05+00,,Just on the Boston Common green. No marching. ,139,Tremont,ST,Boston,02116,2019-10-19,2019-10-19
PUB975929,Outdoor Church Service and Bar,Closed,2019-07-15 21:09:30+00,2019-07-16 18:03:41+00,"301 Harvard Street
Dorchester Central
02124", , , , , ,2019-07-28,2019-07-28
PUB975922,Charlestown Community Day,Closed,2019-07-15 20:44:55+00,2019-08-05 20:43:02+00,41 Medford Street - Barry Playground/Field,41,Medford,ST,Charlestown,02129,2019-08-17,2019-08-17
PUB975912,CPC Cookout,Closed,2019-07-15 20:09:12+00,2019-08-02 15:22:19+00,,25,Dunbar,Av,Dorchester,02124,2019-08-10,2019-08-10
PUB975862,MORSE Corp. Summer Party,Closed,2019-07-15 19:12:23+00,,Boston Common adjacent to little league field. Parks and Recreation Permit # 9741,129,Tremont,ST,Boston,02108,2019-08-03,2019-08-03
PUB975790,Opening Our Doors,Closed,2019-07-15 17:39:55+00,2019-09-04 19:33:09+00,"The festival takes place at a variety of locations throughout the Fenway. The footprint goes from the Christina Science Plaza, down Huntington Avenue, and ends at Evan's Way Park.",250,Massachusetts,AV,Boston,02115,2019-10-14,2019-10-14
PUB975786,Belton Street Block Party,Closed,2019-07-15 17:36:30+00,2019-07-16 18:04:51+00,5 Belton Street-39 Belton Street,18,Belton,ST,Dorchester,02124,2019-09-07,2019-09-07
PUB975760,Labor Day Rally,Closed,2019-07-15 17:03:52+00,2019-08-21 17:53:39+00,not determined yet,10,ST JAMES,AV,BOSTON,02116,2019-09-02,2019-09-02
PUB975604,Chinatown Main Street Lantern,Closed,2019-07-15 14:26:35+00,2019-08-14 16:55:50+00,,70 to 72,Beach,ST,Boston,02111,2019-09-07,2019-09-07
PUB975332,Dancing in Dudley (Down Dudley,Closed,2019-07-12 20:31:47+00,2019-07-17 17:39:32+00,40-50 Warren St. Roxbury MA. 02119,22 to 26,Warren,ST,Roxbury,02119,2019-08-08,2019-08-08
PUB975317,Showcase Your Talent,Closed,2019-07-12 19:54:26+00,2019-07-22 14:36:01+00,"18 Saint James Street Roxbury, Mass. 02119",18,Saint James,ST,Roxbury,02119,2019-09-28,2019-09-28
PUB975214,2019 Boston Chinatown National,Closed,2019-07-12 17:57:48+00,2019-07-12 18:52:29+00,"210-262 Harrison Avenue

Boston 02111",210 to 220,Harrison,AV,Boston,02111,2019-08-06,2019-08-06
PUB975161,Fenway's National Night Out,Closed,2019-07-12 16:32:37+00,2019-07-12 19:35:21+00,"Private parking lot behind 68-80 Kilmarnock Street storefronts, off alleyway 934",79 to 85,Queensberry,ST,Boston,02215,2019-08-14,2019-08-14
PUB975130,White Coats Ceremony,Closed,2019-07-12 15:53:53+00,2019-07-16 18:06:42+00,Quad,25,Shattuck,ST,Boston,02115,2019-08-09,2019-08-09
PUB974569,Boston Harbor Fireworks,Closed,2019-07-11 15:28:49+00,2019-07-12 18:53:14+00,Boston Harbor - on fireworks barge off of Long Wharf,30,Rowes,WH,Boston,02110,2019-08-29,2019-08-29
PUB974456,Block Party,Closed,2019-07-11 13:45:55+00,2019-07-15 17:41:40+00,9 Waldren Rd (rear),11,Waldren,RD,Roxbury,02119,2019-08-17,2019-08-17
PUB974355,Welcome to the NeighborHOOD,Closed,2019-07-10 22:18:23+00,2019-07-17 17:46:11+00,"500 Rutherford Avenue
Charlestown, MA",500,Rutherford,AV,Charlestown,02129,2019-08-15,2019-08-15
PUB974260,Fall Festival,Closed,2019-07-10 18:52:45+00,,private park open to the public (Athletes Park),94 to 160,Guest,ST,Brighton,02135,2019-09-21,2019-09-21
PUB974253,Sweet Friday #3,Closed,2019-07-10 18:45:43+00,2019-07-11 18:27:38+00,outdoor private park open to the public (Athletes Park),94 to 160,Guest,ST,Brighton,02135,2019-08-16,2019-08-16
PUB974247,Sweet Friday #2,Closed,2019-07-10 18:40:34+00,2019-07-11 18:25:32+00,"7/19/19 & 8/16/19

private park open to the public (Athletes Park)",94 to 160,Guest,ST,Brighton,02135,2019-07-19,2019-08-16
PUB974239,Afterwork Party #4,Closed,2019-07-10 18:35:45+00,2019-07-11 18:29:36+00,Outdoor public park open to the public (Athletes Park),94 to 160,Guest,ST,Brighton,02135,2019-08-22,2019-08-22
PUB974232,READS ERROR,Open,2019-07-10 18:30:43+00,,"Basketball courts, green space",735,Washington,ST,Dorchester,02124,2019-07-10,2019-07-10
PUB974230,Afterwork Party #3,Closed,2019-07-10 18:30:19+00,2019-07-11 18:28:47+00,Outdoor Private Park open to the public (athletes park),94 to 160,Guest,ST,Brighton,02135,2019-07-25,2019-07-25
PUB974228,Sheridan/Termine/Cranston Bloc,Closed,2019-07-10 18:28:51+00,2019-07-11 18:22:50+00,Sheridan St,52 to 58,Sheridan,ST,Jamaica Plain,02130,2019-08-24,2019-08-24
PUB973834,Roxbury 1 Miler,Closed,2019-07-09 21:22:49+00,2019-07-17 17:40:20+00,Please see detailed route options attached,1,Elmwood,ST,Roxbury,02120,2019-08-17,2019-08-17
PUB973780,MR8K,Closed,2019-07-09 19:51:35+00,2019-07-17 17:46:54+00,The MR8K course will run through the city streets of Brighton. See attached map for full turn by turn description of course.,94 to 160,Guest,ST,Brighton,02135,2019-09-02,2019-09-02
PUB973699,MDS Awareness Walk,Closed,2019-07-09 18:15:59+00,2019-07-11 18:24:24+00,Boston Common Perimeter Loop,60P,Beacon,ST,Boston,02116,2019-09-14,2019-09-14
PUB973036,4th Annual PeaceBQ,Closed,2019-07-08 16:48:15+00,2019-07-08 19:26:11+00,15 Christopher Street to dead end of street,15,Christopher,ST,Dorchester,02122,2019-08-03,2019-08-03
PUB972765,Mission Hill Road Race,Closed,2019-07-08 00:11:00+00,2019-07-17 17:44:46+00,Kevin W Fitzgerald Park/St Alphonsus St,1620,Tremont,ST,Mission Hill,02120,2019-09-28,2019-09-28
PUB972628,Perkins Post Road Race,Closed,2019-07-05 17:06:06+00,2019-08-21 17:59:29+00,"The Michael J. Perkins American Legion Post in South Boston is seeking to host a road race on Saturday, September 21, 2019 at 9:00am, starting at M Street/Medal of Honor Park, proceeding east on East Broadway. At the Farragut Statue, the race would travel clockwise around Pleasure Bay on the sidewalk, returning to the Farragut Statue via the causeway, before reentering the roadway to continue west on East Broadway to the starting point at M Street/Medal of Honor Park.", , , , , ,2019-09-21,2019-09-21
PUB972424,Divine Savior of the Lord Proc,Closed,2019-07-03 18:27:13+00,2019-07-16 18:20:53+00,The procession begins at 72 Maverick Street heading towards Havre Street.  It turns left on Havre St. heading to Decatur Street and Meridian intersection. It turns left on Decatur Street heading towards Border St. It turns left on Border St. heading towards Sumner St. It turns left on Sumner St. until London Street. It turns left on Maverick Square until Maverick St. It turns left on Maverick St. until London St. It turns right to London St. and ends on the back of Most Holy Redeemer parking lot.  ,65,London,ST,East Boston,02128,2019-08-04,2019-08-04
PUB972214,Outdoor Community Tables,Closed,2019-07-03 14:05:07+00,2019-07-12 18:53:55+00,"Roxbury, MA",12 to 14,Dade,ST,Roxbury,02119,2019-08-10,2019-08-10
PUB971999,Montclair Ave/Sunset Hill Bloc,Closed,2019-07-03 00:54:58+00,2019-07-03 15:19:34+00,"Intersection of Montclair Ave and Sunset Hill Rd., to 28 and 29 Sunset Hill Rd.",80,Montclair,AV,Roslindale,02132,2019-09-07,2019-09-07
PUB971994,"Milkshaw Benedict Presents: ""A",Closed,2019-07-02 23:08:57+00,,"The baseball fields, upper and lower parking lots next to the shelburne community center. Explicitly Washington st and Dale st adjacent.",2700,Washington,ST,Roxbury,02119,2019-08-10,2019-08-10
PUB971992,National Night Out,Closed,2019-07-02 22:56:49+00,2019-07-03 15:20:22+00,,364,Hanover,ST,Boston,02113,2019-08-06,2019-08-06
PUB971991,North End Family Pride Day,Closed,2019-07-02 22:52:31+00,2019-07-03 15:21:02+00,110 Atlantic Avenue,110,Atlantic,AV,Boston,02110,2019-08-04,2019-08-04
PUB971860,Jazz In The Park,Closed,2019-07-02 18:27:19+00,2019-07-02 19:57:11+00,"Parcel 10, Rose Kennedy Greenway",46 to 50,Cross,ST,Boston,02113,2019-07-09,2019-07-30
PUB971807,2019 Unity Cup,Closed,2019-07-02 17:38:41+00,2019-07-02 19:57:54+00,,1005,Columbia,RD,South Boston,02127,2019-07-12,2019-07-14
PUB971676,Boston Pops Fireworks Spectacu,Closed,2019-07-02 15:22:43+00,2019-07-02 20:02:22+00,Greenway,375W,Atlantic,AV,Boston,02110,2019-07-04,2019-07-04
PUB971272,Films at the Gate,Closed,2019-07-01 18:08:43+00,2019-07-23 18:15:16+00,Chinatown Park on the Greenway,70 to 72,Beach,ST,Boston,02111,2019-08-23,2019-08-25
PUB971256,CPC Summer Cookout,Open,2019-07-01 17:52:38+00,,Event will be held at the Harambee Park Basketball Courts/Playground in between Sportmen's Tennis Club and Berkshire Partners Blue Hill Boys & Girls Club,930,Blue Hill,AV,Dorchester,02124,2019-07-10,2019-07-10
PUB971137,All Bright Block Party,Closed,2019-07-01 15:33:21+00,2019-08-21 17:55:05+00,,10,Long,AV,Allston,02134,2019-09-07,2019-09-07
PUB971008,Age-Friendly Summer Sidewalk S,Closed,2019-07-01 14:15:38+00,2019-07-11 18:23:32+00,Thompson Square-Austin St, , , , , ,2019-07-17,2019-07-17
PUB970799,Trung Thu Festival,Closed,2019-06-30 16:04:32+00,2019-07-18 16:41:25+00,1565 Dorchester Avenue inside Town Field Park,1545,Dorchester,AV,Dorchester,02124,2019-09-14,2019-09-14
PUB970757,LA block party,Closed,2019-06-28 20:24:39+00,2019-07-02 19:58:36+00,Bagnal St,11,Bagnal,ST,Allston,02134,2019-07-12,2019-07-12
PUB970711,After Work Party #2,Closed,2019-06-28 19:02:45+00,2019-07-11 16:43:09+00,"7/25/19, 8/22/19

Athletes Park at Boston Landing",94 to 160,Guest,ST,Brighton,02135,2019-07-25,2019-08-22
PUB970706,Lunch Party,Closed,2019-06-28 18:56:42+00,2019-07-11 16:44:10+00,"7/19/19 & 8/16/19

Athletes park at boston landing",94 to 160,Guest,ST,Brighton,02135,2019-07-19,2019-08-16
PUB970697,Mom Birthday,Closed,2019-06-28 18:45:11+00,,Elisabit, , , , , ,2019-08-31,2019-08-31
PUB970607,Yoga with Core Power,Closed,2019-06-28 16:19:35+00,2019-07-02 20:00:17+00,Rose Kennedy Greenway - Dewey Square,669 to 671,Atlantic,AV,Boston,02111,2019-08-10,2019-08-10
PUB970352,Most Holy Redeemer Parish Annu,Closed,2019-06-28 02:14:58+00,2019-07-08 19:32:27+00,"65 London St.
East Boston, MA",65,London,ST,East Boston,02128,2019-07-27,2019-07-28
PUB970343,ALS Association Ice Bucket Cha,Closed,2019-06-28 00:50:33+00,2019-07-02 19:59:23+00,Copley Square ,560,Boylston,ST,Boston,02116,2019-07-15,2019-07-15
PUB970335,6th Annual NEU4J EXPO,Closed,2019-06-27 22:30:21+00,2019-07-17 17:48:20+00,Small dead end street,3,Tilman,ST,Dorchester,02124,2019-08-03,2019-08-03
PUB970328,Dorchester Bike and Brew,Closed,2019-06-27 21:20:25+00,2019-08-21 17:58:49+00,Talbot Ave from the intersection of Dorchester Ave to Welles Ave,551,Talbot,AVE,Dorchester,02124,2019-09-21,2019-09-21
PUB970303,Biggest Fun Ever,Closed,2019-06-27 20:33:24+00,2019-07-10 19:30:04+00,"105 Allston St, Allston, MA 02134",105,Allston,ST,Allston,02134,2019-08-16,2019-08-16
PUB970287,Walk for Sickle Cell Disease,Closed,2019-06-27 19:47:35+00,2019-07-31 17:57:39+00,Shattauck Picnic Area,1,Franklin Park,RD,Jamaica Plain,02121,2019-09-14,2019-09-14
