company_name,services_provided,mbe_wbe_cert,small_local_cert,veteran_cert,sdo_certified,city_registered,address,city,state,zipcode,contact_name,contact_title,phone,fax,email,website,business_type,construction,date_business_established,number_employees,cob_category_codes1,cob_category_codes2,cob_category_codes3,naics_codes1,naics_codes2,naics_codes3,unspsc_code1,unspsc_code2,unspsc_code3
A&R variety store inc,"Grocery, state lottery, dairy, household goods, drinks , beer and wine and much much more",MBE,,,No,Yes,"4254 Washington Street, Boston, MA 02131",Boston,MA,02131,Anderson Diaz,Anderson Díaz ,(617) 323-2442,,arvariety1029@hotmail.com,,Corporation,No,10/23/2020,Less than 10,"FD - Food Products, Services",,,445120 - Convenience Stores ,,,85150000 - Food and nutrition services,,
A1 Consultants LLC,"Demolishing, framing, insulation, flooring, maintenance, remodeling, blue boarding, siding, plumbing.",MBE,SLBE,,No,Yes,"10 Drayton Avenue, Unit 2, Boston, MA 02125",Boston,MA,02125,Charles Wilkerson,Charles Wilkerson Manager,(617) 708-7457,,a1consultants@yahoo.com,,Limited Liability Company (LLC),Yes,2019,Less than 10,CA - Carpentry,GC - General Contractors,SN - Snow Removal/Plowing (see also TK),238130 - Framing Contractors ,238310 - Drywall and Insulation Contractors ,238330 - Flooring Contractors,30140000 - Insulation,31210000 - Paints and primers and finishes,30180000 - Plumbing fixtures
The Williams Agency,"Marketing, strategic planning, event planning, marketing research, marketing communications, small business consulting and technical assistance services",MWBE,SBE,,No,Yes,"144A Mount Auburn Street, Cambridge, MA 02138",Cambridge,MA,02138,Nicola Williams,Nicola A Williams,(857) 204-6108,,nicola@thewilliamsagency.net,www.thewilliamsagency.net,Sole Proprietorship,No,1995,Less than 10,COM - Consultants: Management,AD - Advertising/Audovisual Graphic Design/Marketing Public Relations,COP - Consultants: Public Relations,541613 - Marketing Consulting Services ,"711320 - Promoters of Performing Arts, Sports, and Similar Events without Facilities ",541611 - Administrative Management and General Management Consulting Services ,80140000 - Marketing and distribution,80160000 - Business administration services,
"Pro Commercial Cleaning, Inc.","Janitorial Cleaning; Window Washing; Fogging & Disinfecting Services; Floor Waxing and Buffing; Carpet Shampooing; Post Construction Clean Ups

",MBE,,,Yes,No,"866 Hartford Tpke, 2nd Floor, Shrewsbury, Massachusetts 01545",Shrewsbury,Massachusetts,01545,Cleverson Antonio,Cleverson Antonio - President,(774) 930-7058,,contact@procommercialinc.com,https://procommercialinc.com/,Corporation,,,,"JA - Janitorial Services/Supplies (see also MA, RS)",,,561740 - Carpet and Upholstery Cleaning Services,561720 - Janitorial Services ,,47130000 - Cleaning and janitorial supplies,76110000 - Cleaning and janitorial services,
"Marjeli Day Care, Inc.",Childcare Services,MWBE,,,No,Yes,"623 Harrison Avenue, Boston, MA 02118",Boston,MA,02118,jenny vicente vicente,OWNER,(617) 870-8119,,jvicente12322@gmail.com,,Corporation,No,07/30/2020,Less than 10,CC - Childcare,,,624410 - Child Day Care Services ,,,86110000 - Alternative educational systems,,
Hue Architecture LLC,Architectural Drawings; Architectural Design Service; Development Consultancy,,SLBE,,No,Yes,"53H Harvard Street, #1, Dorchester, MA, MA 02124","Dorchester, MA",MA,02124,Jennifer Ha,Matthew Mueller Principal,(781) 308-7301,,jen@hue-architecture.com,www.hue-architecture.com,Limited Liability Company (LLC),No,2017,Less than 10,AE - Architects/Engineers,"COA - Consultants: Architecture, Engineering",,541310 - Architectural Services,,,81100000 - Professional engineering services,,
Gustavo Consulting Group,Business Consulting; Strategy & Implementation; Business Roadmapping; Management Consulting; Marketing Consulting; Coaching & Advisory; Curriculum Development & Revision; Social Media Consulting; QuickBooks Accounting Management ,MBE,SLBE,,No,Yes,"2119 Dorchester ave, Boston, MA 02124",Boston,MA,02124,J Gustavo,J Gustavo - President & CEO,(617) 372-2228,,info@gustavoconsulting.co,www.gustavoconsulting.co,Limited Liability Company,No,2020,Less than 10,BU - Business Management Consultants,COM - Consultants: Management,EC - Economic Development,541618 - Other Management Consulting Services ,541611 - Administrative Management and General Management Consulting Services ,,80160000 - Business administration services,80100000 - Management advisory services,
M & M CONTRACT CLEANING INC,Janitorial Services; Carpet Cleaning; Strip/Wax VCT Floors COVID Cleaning,MBE,,,Yes,Yes,"756 Washington St Unit C, STOUGHTON, MA, MA 02072","STOUGHTON, MA",MA,02072,Amancio Fonts,Amancio Fontes   President,(781) 436-5850,(781) 436-8552,afontes@mmcontractcleaning.com,,Corporation,Yes,,,"JA - Janitorial Services/Supplies (see also MA, RS)",,,561720 - Janitorial Services ,561740 - Carpet and Upholstery Cleaning Services,,76110000 - Cleaning and janitorial services,,
"Rising Hope Counseling and Wellness, LLC","Provide individual, group, and family mental health therapy; and provide fitness and wellness classes to youth, adolescents and adults.",MWBE,SBE,,No,No,"124 Harvard Street, Brookline, MA 02446",Brookline,MA,02446,LaMone Downey Leonard,LaMone Downey Leonard,(857) 342-2018,,info@risinghopecw.com,https://risinghopecw.com/,Limited Liability Company (LLC),No,2019,Less than 10,"AHS - Health Care (Providers, Services)","COH - Consultants: Health, Psychological","ED - Education (see also OS, TA)",621330 - Offices of Mental Health Practitioners (except Physicians) ,621111 - Offices of Physicians (except Mental Health Specialists) ,,93140000 - Community and social services,85100000 - Comprehensive health services,
Kay's Oasis Enterprises Inc. ,"Rent Function Hall for meetings, repasse, concerts, parties, showers, business, and events. Bar and food.",MWBE,SLBE,,No,Yes,"1117 Blue Hill Avenue, Dorchester, MA 02124",Dorchester,MA,02124,Kay Chambers,"Kay Chambers, President",(617) 436-0125,,kaychambers1125@gmail.com,,Corporation,No,1984,Less than 10,CU - Cultural Organizations,,,722410 - Drinking Places (Alcoholic Beverages) ,,,90150000 - Entertainment services,,
"Jackman Professional Accounting, Inc.","SMALL BUSINESS ACCOUNTING SERVICES; AUDIT, REVIEW & COMPILATION SERVICES; BOOKKEEPING SERVICES; FINANCIAL STATEMENT PREPARATION; STRATEGIC FINANCIAL PLANNING SERVICES; PERSONAL & CORPORATE TAX PREPARATION SERVICES; FINANCIAL & TAX PLANNING SERVICES; IRS REPRESENTATION; NONPROFIT ACCOUNTING SERVICES; CASH FLOW MANAGEMENT; GRANT PREPARATION; TAX RESOLUTION SERVICES",MBE,,,Yes,Yes,"11 Fairmount Avenue, Hyde Park, MA, USA, Hyde Park, MA 02136",Hyde Park,MA,02136,BARRY JACKMAN,BARRY JACKMAN AND CEO,(617) 607-9196,,bjackman@jackmanprofaccount.com,www.jackmanprofaccount.com,Corporation,,,,AA - Accountants,COM - Consultants: Management,,541213 - Tax Preparation Services ,541211 - Offices of Certified Public Accountants ,561110 - Office Administrative Services,84110000 - Accounting and bookkeeping services,93160000 - Taxation,
BRM LLC,"We provide project management and general contracting services to public art, festivals, and placemaking clients. ",WBE,,,Yes,No,"172 MIDDLE ST, UNIT 508, LOWELL, MA 01852",LOWELL,MA,01852,Bianca Mauro,BIANCA R MAURO,(617) 872-6449,,bianca@brmpm.com,brmpm.com,Limited Liability Company,,,,ET - Entertainment/Entertainer,GC - General Contractors,,"711320 - Promoters of Performing Arts, Sports, and Similar Events without Facilities ",,,90150000 - Entertainment services,,
Sharps Cuts Corp,Full Service Barbershop ,MBE,SLBE,,No,No,"1261 Hyde Park Avenue, Boston, MA 02136",Boston,MA,02136,Yovanny Arias,Yovanny Arias ,(617) 364-1025,,sharpsbarbershop@gmail.com,www.sharpsbarbershop.com,Corporation,No,Since 2018,Less than 10,"AHS - Health Care (Providers, Services)",,,812111 - Barber Shops ,,,91100000 - Personal appearance,,
Uncut Lab,"Uncut Lab offers mobile and web application development.  Additionally, we offer ecommerce and enterprise resource planning (ERP)system development. All of these services work in a cloud environment (or over the internet). ",MWBE,,,Yes,Yes,"1828 Centre Street, Boston, MA 02132",Boston,MA,02132,Amewusika Sedzro,"Amewusika Sedzro, CEO",(617) 366-2792,(617) 655-9478,sika@uncutlab.com,https://www.uncutlab.com/,Limited Liability Company,No,,,AD - Advertising/Audovisual Graphic Design/Marketing Public Relations,"CP - Computer (Hardware, Software, Design, Data Processing (see also COS, COT)",,511210 - Software Publishers,519130 - Internet Publishing and Broadcasting and Web Search Portals,,43230000 - Software,81160000 - Information Technology Service Delivery,
"The Castle Group, Inc.","Public Relations, Event Management, Public Affairs, Crisis Communications, Social / Digital Media, Marketing Communications",WBE,,,Yes,Yes,"38 3rd Avenue, Boston, MA 02129",Boston,MA,02129,Wendy Spivak,"Wendy Spivak, Principal & Co-Founder",(617) 337-9500,(617) 337-9539,wspivak@thecastlegrp.com,www.thecastlegrp.com,Corporation,No,,,COP - Consultants: Public Relations,,,541820 - Public Relations Agencies,541613 - Marketing Consulting Services ,561920 - Convention and Trade Show Organizers,80140000 - Marketing and distribution,,
"The Master's Tools, LLC","-Games
-Crash course/DEI facilitations
-Game nights
",MWBE,,,No,No,"16 Harbor Crest Court, #113, Boston, MA 02125",Boston,MA,02125,Toiell Washington,Toiell Washington,(617) 318-8747,,themasterstoolsllc@gmail.com,https://themasterstools.com/,Limited Liability Company,No,2021,Less than 10,ET - Entertainment/Entertainer,"ED - Education (see also OS, TA)",,454110 - Electronic Shopping and Mail-Order Houses ,,,90150000 - Entertainment services,60140000 - Toys and games,
Taste of Eden,Restaurant and Caterer Specializing in Jamaican and Caribbean Cuisine.,MWBE,SLBE,,No,Yes,"38A Norfolk Street, Dorchester, MA 02124",Dorchester,MA,02124,Hopa Bailey,Hopa Bailey,(617) 282-0077,,tasteofeden7@gmail.com,www.tasteofedenjamerican.com,Corporation,No,1985,Less than 10,"FD - Food Products, Services",,,722513 - Limited-Service Restaurants ,,,90100000 - Restaurants and catering,,
"Mass Trucking Services, Inc.","Freight transportation, Van passenger transportation (including 7d certification), Warehousing, Snow clearing/plowing/salting, and Janitorial services",MBE,SLBE,,Yes,No,"3 Hilton Terrace, Roxbury, MA 02119",Roxbury,MA,02119,Donnell Murray,Donnell Murray President,(617) 595-3718,,masstruckingllc@yahoo.com,,Corporation,No,2020,Less than 10,TK - Trucking (Waste Disposal Commodities Transport),"JA - Janitorial Services/Supplies (see also MA, RS)",SN - Snow Removal/Plowing (see also TK),"484110 - General Freight Trucking, Local ","484220 - Specialized Freight (except Used Goods) Trucking, Local ",561720 - Janitorial Services ,78100000 - Mail and cargo transport,,
"New Generation Consultants & Associates, LLC",Consulting; Training; Workshops; Coaching,MWBE,,,No,No,"289 Ashmont Street, Boston, MA 02124",Boston,MA,02124,Gayl Crump Swaby,Gayl M Crump Swaby,(617) 905-7804,,newgenconsults@gmail.com,www.newgenconsults.com,Limited Liability Company (LLC),No,7/6/2020,Less than 10,"COH - Consultants: Health, Psychological",TA - Training (see also ED),,621330 - Offices of Mental Health Practitioners (except Physicians) ,611430 - Professional and Management Development Training ,541611 - Administrative Management and General Management Consulting Services ,93140000 - Community and social services,,
Africa Love,"I am a retail business, along with being an educator who teaches people how to sew for women, men and children; I also have access to leather, all types of materials, and metals (for jewelry).   ",MWBE,SLBE,,No,Yes,"50 Linwood Street, 1, Boston, MA 02119",Boston,MA,02119,Paula Coar,Paula D Coar,(617) 959-0795,,paulad574@gmail.com,Africa-love.shoplightspeed.com,Sole Proprietorship,No,,,AL - Apparel,TA - Training (see also ED),,448140 - Family Clothing Stores ,448150 - Clothing Accessories Stores ,448130 - Children's and Infants' Clothing Stores ,11160000 - Fabrics and leather materials,,
 An Abundance LLC,"Oversee the construction of projects and monitor activities at worksites. I manage crews, ensure health and safety codes are observed, and that work is completed to schedule . ",MBE,SBE,,No,No,"49 Magee Street, Cambridge, MA 02139",Cambridge,MA,02139,Foster Starks,Foster Starks Owner,(617) 304-1455,,anabundancellc@gmail.com,,Limited Liability Company (LLC),Yes,2021,Less than 10,CE - Construction Estimating,CN - Construction Management: Small Commercial Projects,GC - General Contractors,236115 - New Single-Family Housing Construction (except For-Sale Builders) ,236116 - New Multifamily Housing Construction (except For-Sale Builders) ,236220 - Commercial and Institutional Building Construction ,72110000 - Residential building construction services,22100000 - Heavy construction machinery and equipment,72150000 - Specialized trade construction and maintenance services
"EaglePoint Builders, Inc.",General Building Construction and Renovations,WBE,,,Yes,No,"54 Burnham St, Belmont, Massachusetts 02478",Belmont,Massachusetts,02478,Theresa Moroso,Theresa Moroso President,(617) 212-1082,,epbbuilders@gmail.com,,Corporation,,,,CA - Carpentry,CM - Concrete & Masonry Contractors,GC - General Contractors,236210 - Industrial Building Construction ,236220 - Commercial and Institutional Building Construction ,238140 - Masonry Contractors ,27110000 - Hand tools,27120000 - Hydraulic machinery and equipment,30110000 - Concrete and cement and plaster
M4K Cleaning Service,Commercial Cleaning Service,MBE,,SVOB,Yes,No,"PO Box 73, South Easton, MA 02375",South Easton,MA,02375,Ricky L Odom,Ricky L Odom ,(508) 562-7654,,m4kclean@gmail.com,,Sole Proprietorship,,,,"JA - Janitorial Services/Supplies (see also MA, RS)",,,561720 - Janitorial Services ,,,76110000 - Cleaning and janitorial services,,
Pope Productions Inc,"Professional development, broadcast journalism curriculum, media coaching, public speaking ",MWBE,,,No,No,"5 Winslow Road, Natick, Massachusetts 01760",Natick,Massachusetts,01760,Kristen Pope,"Kristen L. Pope , CEO",(305) 498-5947,,kristen@kristenlpope.com,,Corporation,No,2019,Less than 10,COP - Consultants: Public Relations,MK - Marketing,,541840 - Media Representatives,541613 - Marketing Consulting Services ,,60100000 - Developmental and professional teaching aids and materials and accessories and supplies,86130000 - Specialized educational services,
City Fresh Foods ,Food Service Vendor ,MBE,,,Yes,Yes,"77 Shirley Street, Boston, MA 02119",Boston,MA,02119,Richard Caines,Sheldon Lloyd CEO,(617) 606-7123,,info@cityfresh.com,cityfresh.com,Corporation,No,,,"FD - Food Products, Services",,,311999 - All Other Miscellaneous Food Manufacturing ,722310 - Food Service Contractors,624210 - Community Food Services ,50190000 - Prepared and preserved foods,73130000 - Food and beverage industries,85150000 - Food and nutrition services
Sweet Teez Bakery,"Bakery specializing in allergy-friendly baked goods, specifically for those who have nut-based allergies and intolerances; we provide high-quality nut-free products made from the best ingredients that taste great and have high nutritional content; we offer mini pies, brownies, cookies, cakes, rum cakes & much more; orders can be customized to the customer's preferences and delight. 
",MWBE,SLBE,,No,Yes,"196 Quincy Street, Boston, MA 02125",Boston,MA,02125,Teresa Maynard,Teresa Maynard - Onwner & CEO,(718) 473-4112,,sweetteezbakery@gmail.com,www.sweetteezbakery.com,Corporation,No,2017,Less than 10,"FD - Food Products, Services",CT - Catering,,311811 - Retail Bakeries ,445291 - Baked Goods Stores ,,50180000 - Bread and bakery products,,
